Status,Date,Description,Debit,Credit
Cleared,01-15-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 26 : Mobile Purchase Sign Based 01/13 08:53a #6081 ",3.00,,
Cleared,01-15-2026,"D3198 NBCU CAFE QPS NEW YORK NY 26 : Mobile Purchase Sign Based 01/13 02:44p #6081 ",2.99,,
Cleared,01-14-2026,"AffirmCard 5KPE AFFRM 6014942 : ACH Electronic Debit ",141.67,,
Cleared,01-14-2026,"D3198 APPLE CASH SENT MONEY CUPERTINO CA 26 : Mobile Purchase Sign Based 01/12 06:17p #6081 ",40.00,,
Cleared,01-14-2026,"Square Enix EL SEGUNDO CA 26013 : Debit Card Purchase 01/13 05:12a #6081 ",14.14,,
Cleared,01-14-2026,"D3198 CHIPOTLE 0769 NEW YORK NY 26 : Mobile Purchase Sign Based 01/12 12:27p #6081 ",12.85,,
Cleared,01-14-2026,"EMPIRE CORNER II NEW YORK NY 26013 : Debit Card Purchase 01/11 06:40p #6081 ",12.62,,
Cleared,01-14-2026,"D3198 SQ *BLACK SEED BAGELS New York NY 26 : Mobile Purchase Sign Based 01/12 09:22a #6081 ",11.43,,
Cleared,01-14-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 26 : Mobile Purchase Sign Based 01/12 04:58p #6081 ",3.00,,
Cleared,01-14-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 26 : Mobile Purchase Sign Based 01/12 08:53a #6081 ",3.00,,
Cleared,01-13-2026,"Hope Canaan 118 WEB PMTS 2WKGT1 : ACH Electronic Debit ",587.00,,
Cleared,01-13-2026,"NATIONAL INCOME NIL INS : ACH Electronic Debit ",55.55,,
Cleared,01-13-2026,"D3198 DOORDASH*01/08-2 ORDER 8559731040 CA 26 : Mobile Purchase Sign Based 01/08 07:25p #6081 ",39.05,,
Cleared,01-13-2026,"PAYPAL INST XFER WALMART COM : ACH Electronic Debit ",27.96,,
Cleared,01-13-2026,"AMAZON MARK* V73MC8DV3 SEATTLE WA 26011 : Mobile Purchase Sign Based 01/10 09:10p #6081 ",24.81,,
Cleared,01-13-2026,"CASH APP*MR 1185 Oakland CA 26010 : DEBIT CARD TRANSFER DEBIT 01/09 02:56p #6081 ",20.00,,
Cleared,01-13-2026,"SoundCloud Monthly Go San Francisco CA 26010 : Debit Card Purchase 01/09 01:47p #6081 ",10.99,,
Cleared,01-13-2026,"CASH APP*MR 1185 Oakland CA 26012 : Mobile Purchase Sign Based 01/11 06:28p #6081 ",10.00,,
Cleared,01-12-2026,"D3198 SQ *BLACK SEED BAGELS New York NY 26 : Mobile Purchase Sign Based 01/08 08:41a #6081 ",13.14,,
Cleared,01-12-2026,"PAYPAL INST XFER PATREON MEMBER : ACH Electronic Debit ",10.00,,
Cleared,01-12-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 26 : Mobile Purchase Sign Based 01/08 05:07p #6081 ",3.00,,
Cleared,01-12-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 26 : Mobile Purchase Sign Based 01/07 10:50p #6081 ",3.00,,
Cleared,01-12-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 26 : Mobile Purchase Sign Based 01/08 07:56a #6081 ",3.00,,
Cleared,01-09-2026,"CASH APP*MR 1185 Oakland CA 26008 : DEBIT CARD TRANSFER DEBIT 01/07 09:15p #6081 ",5.00,,
Cleared,01-09-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 26 : Mobile Purchase Sign Based 01/07 08:50a #6081 ",3.00,,
Cleared,01-08-2026,"3872AE UNITED ST DIRDEP : ACH Electronic Credit ",,594.79,
Cleared,01-08-2026,"D3198 SQ *BLACK SEED BAGELS New York NY 26 : Mobile Purchase Sign Based 01/06 01:07p #6081 ",11.43,,
Cleared,01-08-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 26 : Mobile Purchase Sign Based 01/06 05:03p #6081 ",3.00,,
Cleared,01-08-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 26 : Mobile Purchase Sign Based 01/06 08:38a #6081 ",3.00,,
Cleared,01-07-2026,"Keiber Mejia : Zelle Credit PAY ID:COFLSO0YSUK0 ORG ID:COF ",,788.60,
Cleared,01-07-2026,"UPSTART NETWORK UPST LOANS 26232425 : ACH Electronic Debit ",602.45,,
Cleared,01-07-2026,"CASH APP*MR 1185 Oakland CA 26006 : Mobile Purchase Sign Based 01/05 05:46p #6081 ",10.00,,
Cleared,01-07-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 26 : Mobile Purchase Sign Based 01/05 08:46a #6081 ",3.00,,
Cleared,01-07-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 26 : Mobile Purchase Sign Based 01/05 05:02p #6081 ",3.00,,
Cleared,01-07-2026,"D3198 CHIPOTLE 0769 NEW YORK NY 26 : Mobile Purchase Sign Based 01/05 12:35p #6081 ",0.09,,
Cleared,01-06-2026,"DISCOVER PAYMENTS 8247 : ACH Electronic Debit ",167.00,,
Cleared,01-06-2026,"D3198 APPLE.COM/BILL CUPERTINO CA 26 : Mobile Purchase Sign Based 01/03 01:20p #6081 ",54.41,,
Cleared,01-06-2026,"D3198 DD *DOORDASH HALALCHIC 8559731040 CA 26 : Mobile Purchase Sign Based 01/01 05:42p #6081 ",22.55,,
Cleared,01-06-2026,"CASH APP*MR 1185 Oakland CA 26003 : Mobile Purchase Sign Based 01/02 10:11p #6081 ",15.00,,
Cleared,01-06-2026,"D3198 SQ *BLACK SEED BAGELS New York NY 26 : Mobile Purchase Sign Based 01/02 12:24p #6081 ",11.43,,
Cleared,01-06-2026,"CASH APP*MR 1185 Oakland CA 26004 : DEBIT CARD TRANSFER DEBIT 01/03 07:50p #6081 ",6.00,,
Cleared,01-06-2026,"CASH APP*MR 1185 Oakland CA 26004 : Mobile Purchase Sign Based 01/04 01:02a #6081 ",6.00,,
Cleared,01-06-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 26 : Mobile Purchase Sign Based 01/02 04:34p #6081 ",2.90,,
Cleared,01-06-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 26 : Mobile Purchase Sign Based 01/02 09:18a #6081 ",2.90,,
Cleared,01-05-2026,"FREELAND LIQOUR NEW YORK NY 26002 : Debit Card Purchase 12/31 03:17p #6081 ",45.98,,
Cleared,01-05-2026,"PureGym US Springfield VA 26002 : Mobile Purchase Sign Based 01/01 08:25a #6081 ",40.76,,
Cleared,01-05-2026,"D3198 SQ *BLACK SEED BAGELS New York NY 26 : Mobile Purchase Sign Based 12/31 02:04p #6081 ",11.43,,
Cleared,01-05-2026,"CASH APP*MR 1185 Oakland CA 26001 : Mobile Purchase Sign Based 12/31 06:32p #6081 ",10.00,,
Cleared,01-05-2026,"D3198 PRINCE DELI GROCERY CO NEW YORK NY 26 : Mobile Purchase Sign Based 12/31 03:23p #6081 ",3.64,,
Cleared,01-05-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 26 : Mobile Purchase Sign Based 12/31 07:20a #6081 ",2.90,,
Cleared,01-02-2026,"D3198 CHIPOTLE 0769 NEW YORK NY 25 : Mobile Purchase Sign Based 12/30 12:19p #6081 ",12.85,,
Cleared,01-02-2026,"DISCORD* TWILIGHT(DUSK SAN FRANCISCO CA 25365 : Mobile Purchase Sign Based 12/30 #6081 ",4.99,,
Cleared,01-02-2026,"DISCORD* TWILIGHT(DUSK SAN FRANCISCO CA 25365 : Mobile Purchase Sign Based 12/30 05:50p #6081 ",4.99,,
Cleared,01-02-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/30 08:51a #6081 ",2.90,,
Cleared,01-02-2026,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/30 04:59p #6081 ",2.90,,
Cleared,12-31-2025,"3872AE UNITED ST DIRDEP : ACH Electronic Credit ",,578.78,
Cleared,12-31-2025,"STEAMGAMES.COM 4259522 Bellevue WA 25364 : Mobile Purchase Sign Based 12/28 02:24p #6081 ",38.11,,
Cleared,12-31-2025,"D3198 SQ *BLACK SEED BAGELS New York NY 25 : Mobile Purchase Sign Based 12/29 01:12p #6081 ",11.43,,
Cleared,12-31-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/29 05:13p #6081 ",2.90,,
Cleared,12-31-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/29 08:54a #6081 ",2.90,,
Cleared,12-31-2025,"D3198 NBCU CAFE QPS NEW YORK NY 25 : Mobile Purchase Sign Based 12/29 01:21p #6081 ",2.83,,
Cleared,12-30-2025,"D3198 SQ *BLACK SEED BAGELS New York NY 25 : Mobile Purchase Sign Based 12/26 12:11p #6081 ",11.43,,
Cleared,12-30-2025,"PAYPAL INST XFER TWITCHINTER : ACH Electronic Debit ",5.99,,
Cleared,12-30-2025,"CASH APP*MR 1185 Oakland CA 25361 : DEBIT CARD TRANSFER DEBIT 12/26 01:59p #6081 ",5.00,,
Cleared,12-30-2025,"CASH APP*MR 1185 Oakland CA 25363 : Mobile Purchase Sign Based 12/28 11:20a #6081 ",5.00,,
Cleared,12-30-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/26 03:13p #6081 ",2.90,,
Cleared,12-30-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/26 08:36a #6081 ",2.90,,
Cleared,12-29-2025,"APPLE CASH BANK XFER Keiber Mejia : ACH Electronic Credit ",,50.00,
Cleared,12-29-2025,"CASH APP*MR 1185 Oakland CA 25360 : Mobile Purchase Sign Based 12/25 12:28p #6081 ",50.00,,
Cleared,12-29-2025,"D3198 ZAMAN GOURMET DELI COR JACKSON HTS NY 25 : Mobile Purchase Sign Based 12/24 06:11p #6081 ",17.48,,
Cleared,12-29-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/24 12:19a #6081 ",8.50,,
Cleared,12-29-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/24 08:45a #6081 ",2.90,,
Cleared,12-29-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/24 03:33p #6081 ",2.90,,
Cleared,12-26-2025,"D3198 SQ *BLACK SEED BAGELS New York NY 25 : Mobile Purchase Sign Based 12/23 12:16p #6081 ",11.43,,
Cleared,12-26-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/22 10:37p #6081 ",2.90,,
Cleared,12-26-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/23 05:03p #6081 ",2.90,,
Cleared,12-26-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/23 08:56a #6081 ",2.90,,
Cleared,12-26-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/23 10:32p #6081 ",2.90,,
Cleared,12-24-2025,"3872AE UNITED ST DIRDEP : ACH Electronic Credit ",,578.78,
Cleared,12-24-2025,"SQ *OOTOYA TIMES SQUAR New York NY 25357 : Debit Card Purchase 12/22 08:00p #6081 ",129.41,,
Cleared,12-24-2025,"D3198 UBER *TRIP 8005928996 CA 25 : Mobile Purchase Sign Based 12/22 #6081 ",37.87,,
Cleared,12-24-2025,"D3198 INSOMNIA COOKIES -PENN NEW YORK NY 25 : Mobile Purchase Sign Based 12/22 05:19p #6081 ",13.02,,
Cleared,12-24-2025,"D3198 CHIPOTLE 0769 NEW YORK NY 25 : Mobile Purchase Sign Based 12/22 12:24p #6081 ",12.85,,
Cleared,12-24-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/22 05:21p #6081 ",2.90,,
Cleared,12-24-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/22 08:59a #6081 ",2.90,,
Cleared,12-24-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/22 05:09p #6081 ",2.90,,
Cleared,12-24-2025,"D3198 APPLE.COM/BILL CUPERTINO CA 25 : Mobile Purchase Sign Based 12/22 10:35a #6081 ",0.99,,
Cleared,12-23-2025,"METRO BY T-MOBILE MOBI BELLEVUE WA 25354 : Debit Card Purchase 12/19 06:02p #6081 ",155.00,,
Cleared,12-23-2025,"UEP*PRINCE TEA HOUSE NEW YORK NY 25354 : Debit Card Purchase 12/19 07:32p #6081 ",52.02,,
Cleared,12-23-2025,"D3198 UBER *TRIP 8005928996 CA 25 : Mobile Purchase Sign Based 12/22 #6081 ",32.94,,
Cleared,12-23-2025,"D3198 PRINCE ST. PIZZA NEW YORK NY 25 : Mobile Purchase Sign Based 12/20 01:50p #6081 ",22.49,,
Cleared,12-23-2025,"D3198 BURLINGTON STORES INC. NEW YORK NYUS07 : Mobile Purchase PIN Based ",21.78,,
Cleared,12-23-2025,"CASH APP*MR 1185 Oakland CA 25356 : DEBIT CARD TRANSFER DEBIT 12/21 03:05p #6081 ",15.00,,
Cleared,12-23-2025,"CASH APP*MR 1185 Oakland CA 25354 : DEBIT CARD TRANSFER DEBIT 12/19 03:19p #6081 ",15.00,,
Cleared,12-23-2025,"D3198 SQ *BLACK SEED BAGELS New York NY 25 : Mobile Purchase Sign Based 12/19 12:16p #6081 ",11.43,,
Cleared,12-23-2025,"CASH APP*MR 1185 Oakland CA 25355 : DEBIT CARD TRANSFER DEBIT 12/21 01:58a #6081 ",10.00,,
Cleared,12-23-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/18 05:13p #6081 ",2.90,,
Cleared,12-23-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/19 09:21a #6081 ",2.90,,
Cleared,12-23-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/19 08:02p #6081 ",2.10,,
Cleared,12-23-2025,"D3198 SQ *MORGENSTERN'S BANA New York NY 25 : Mobile Purchase Sign Based 12/21 01:23p #6081 ",1.84,,
Cleared,12-22-2025,"KEVIN BELTRE : Zelle Debit PAY ID:CTIjbm0LiZ8X ORG ID:JPM ",27.00,,
Cleared,12-22-2025,"D3198 CHIPOTLE 0632 NEW YORK NY 25 : Mobile Purchase Sign Based 12/18 02:19p #6081 ",12.85,,
Cleared,12-22-2025,"APPLE CASH BANK XFER Keiber Mejia : ACH Electronic Credit ",,10.00,
Cleared,12-22-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/17 05:06p #6081 ",2.90,,
Cleared,12-22-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/18 08:59a #6081 ",2.90,,
Cleared,12-22-2025,"D3198 NBCU CAFE QPS NEW YORK NY 25 : Mobile Purchase Sign Based 12/18 05:09p #6081 ",2.12,,
Cleared,12-19-2025,"LA LANTERNA DI VITTORI NEW YORK NY 25352 : Debit Card Purchase 12/16 10:32p #6081 ",94.66,,
Cleared,12-19-2025,"D3198 TST*SPOT DESSERT BAR - New York NY 25 : Mobile Purchase Sign Based 12/17 11:00p #6081 ",39.07,,
Cleared,12-19-2025,"D3198 SQ *BLACK SEED BAGELS New York NY 25 : Mobile Purchase Sign Based 12/17 12:21p #6081 ",11.43,,
Cleared,12-19-2025,"D3198 BOUWERIE ICONIC MAGAZI NEW YORK NY 25 : Mobile Purchase Sign Based 12/17 11:22p #6081 ",5.20,,
Cleared,12-19-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/16 08:26p #6081 ",2.90,,
Cleared,12-19-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/16 05:03p #6081 ",2.90,,
Cleared,12-19-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/17 08:43a #6081 ",2.90,,
Cleared,12-18-2025,"3872AE UNITED ST DIRDEP : ACH Electronic Credit ",,578.78,
Cleared,12-18-2025,"D3198 CVS/PHARMACY #10407 NEW YORK NYUS07 : Mobile Purchase PIN Based ",55.53,,
Cleared,12-18-2025,"D3198 CHIPOTLE 0769 NEW YORK NY 25 : Mobile Purchase Sign Based 12/16 12:22p #6081 ",12.85,,
Cleared,12-18-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/16 08:52a #6081 ",2.90,,
Cleared,12-18-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/15 06:30p #6081 ",2.90,,
Cleared,12-17-2025,"D3198 CHIPOTLE 1178 NEW YORK NY 25 : Mobile Purchase Sign Based 12/15 02:11p #6081 ",25.20,,
Cleared,12-17-2025,"AMAZON MARK* RY38018S3 SEATTLE WA 25350 : Mobile Purchase Sign Based 12/15 12:52p #6081 ",17.98,,
Cleared,12-17-2025,"D3198 PP*ZZG ICE INC NEW YORK NY 25 : Mobile Purchase Sign Based 12/15 05:53p #6081 ",12.52,,
Cleared,12-17-2025,"D3198 SQ *BLACK SEED BAGELS New York NY 25 : Mobile Purchase Sign Based 12/15 09:49a #6081 ",11.43,,
Cleared,12-17-2025,"CASH APP*MR 1185 Oakland CA 25350 : DEBIT CARD TRANSFER DEBIT 12/15 03:51p #6081 ",10.00,,
Cleared,12-17-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/15 09:03a #6081 ",2.90,,
Cleared,12-17-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/15 10:11p #6081 ",2.90,,
Cleared,12-16-2025,"D3198 FINE FARE SUPERMARKET NEW YORK NY 25 : Mobile Purchase Sign Based 12/13 03:39p #6081 ",62.63,,
Cleared,12-16-2025,"KYURAMEN (UPPER WEST, CHICAGO IL 25349 : Debit Card Purchase 12/14 03:28p #6081 ",57.79,,
Cleared,12-16-2025,"TST*TAQUERIA SANTA FE New York NY 25348 : Debit Card Purchase 12/13 01:32p #6081 ",53.73,,
Cleared,12-16-2025,"UEP*PRINCE TEA HOUSE NEW YORK NY 25349 : Debit Card Purchase 12/14 09:11p #6081 ",52.02,,
Cleared,12-16-2025,"TRADEZELLA MIAMI FL 25347 : Mobile Purchase Sign Based 12/12 11:37a #6081 ",49.00,,
Cleared,12-16-2025,"WL *STEAM PURCHASE SEATTLE WA 25349 : Debit Card Purchase 12/13 11:13a #6081 ",38.11,,
Cleared,12-16-2025,"D3198 APPLE.COM/BILL CUPERTINO CA 25 : Mobile Purchase Sign Based 12/13 01:21p #6081 ",32.65,,
Cleared,12-16-2025,"D3198 DD *DOORDASH MCDONALDS 8559731040 CA 25 : Mobile Purchase Sign Based 12/12 01:34a #6081 ",21.38,,
Cleared,12-16-2025,"Square Enix EL SEGUNDO CA 25348 : Debit Card Purchase 12/14 05:01a #6081 ",14.14,,
Cleared,12-16-2025,"D3198 CHIPOTLE 0769 NEW YORK NY 25 : Mobile Purchase Sign Based 12/12 12:04p #6081 ",12.85,,
Cleared,12-16-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/12 08:56a #6081 ",2.90,,
Cleared,12-16-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/11 04:52p #6081 ",2.90,,
Cleared,12-16-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/12 08:50p #6081 ",2.90,,
Cleared,12-16-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/12 04:58p #6081 ",2.90,,
Cleared,12-16-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/12 09:37p #6081 ",2.10,,
Cleared,12-15-2025,"Hope Canaan 118 WEB PMTS 9HPYR1 : ACH Electronic Debit ",695.00,,
Cleared,12-15-2025,"D3198 MYSTTIK MASAALA QUEENS NYUS07 : Mobile Purchase PIN Based ",53.74,,
Cleared,12-15-2025,"D3198 CHIPOTLE 0769 NEW YORK NY 25 : Mobile Purchase Sign Based 12/11 12:22p #6081 ",12.85,,
Cleared,12-15-2025,"KEVIN BELTRE : Zelle Credit PAY ID:JPM99byajiot ORG ID:JPM ",,10.00,
Cleared,12-15-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/10 04:59p #6081 ",2.90,,
Cleared,12-15-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/11 08:46a #6081 ",2.90,,
Cleared,12-12-2025,"D3198 DOORDASH*12/09-2 ORDER 8559731040 CA 25 : Mobile Purchase Sign Based 12/09 07:40p #6081 ",55.91,,
Cleared,12-12-2025,"D3198 CHIPOTLE 0769 NEW YORK NY 25 : Mobile Purchase Sign Based 12/10 12:09p #6081 ",12.85,,
Cleared,12-12-2025,"SoundCloud Monthly Go San Francisco CA 25345 : Mobile Purchase Sign Based 12/10 01:47p #6081 ",10.99,,
Cleared,12-12-2025,"CASH APP*MR 1185 Oakland CA 25345 : DEBIT CARD TRANSFER DEBIT 12/10 10:09a #6081 ",4.00,,
Cleared,12-12-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/10 08:55a #6081 ",2.90,,
Cleared,12-11-2025,"3872AE UNITED ST DIRDEP : ACH Electronic Credit ",,578.78,
Cleared,12-11-2025,"NATIONAL INCOME NIL INS : ACH Electronic Debit ",55.55,,
Cleared,12-11-2025,"STEAMGAMES.COM 4259522 Bellevue WA 25344 : Mobile Purchase Sign Based 12/08 07:17p #6081 ",38.11,,
Cleared,12-11-2025,"EMPIRE CORNER II NEW YORK NY 25344 : Debit Card Purchase 12/09 01:27p #6081 ",30.36,,
Cleared,12-11-2025,"COLUMBIA FACULTY PRACT NEW YORK NY 25344 : Debit Card Purchase 12/09 08:41a #6081 ",25.00,,
Cleared,12-11-2025,"D3198 STAPLES 00111179 NEW YORK NY 25 : Mobile Purchase Sign Based 12/09 #6081 ",3.82,,
Cleared,12-11-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/09 09:43a #6081 ",2.90,,
Cleared,12-11-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/09 07:14a #6081 ",2.90,,
Cleared,12-11-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/08 05:02p #6081 ",2.90,,
Cleared,12-10-2025,"EMPIRE CORNER II NEW YORK NY 25343 : Debit Card Purchase 12/07 01:40p #6081 ",15.35,,
Cleared,12-10-2025,"D3198 CHIPOTLE 0769 NEW YORK NY 25 : Mobile Purchase Sign Based 12/08 12:43p #6081 ",12.85,,
Cleared,12-10-2025,"PAYPAL INST XFER PATREON MEMBER : ACH Electronic Debit ",10.00,,
Cleared,12-10-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/08 08:47a #6081 ",2.90,,
Cleared,12-09-2025,"VICTOR REYES : Zelle Debit PAY ID:CTId6sh85g2I ORG ID:WFC ",70.00,,
Cleared,12-09-2025,"PLAYERAUCTIONS.COM NEW ORLEANS LA 25342 : Debit Card Purchase 12/06 09:36p #6081 ",39.51,,
Cleared,12-09-2025,"ARENANET 4252472500 WA 25342 : Mobile Purchase Sign Based 12/07 02:55p #6081 ",31.79,,
Cleared,12-09-2025,"D3198 DD *DOORDASH LATOYASKI 8559731040 CA 25 : Mobile Purchase Sign Based 12/07 01:58p #6081 ",23.58,,
Cleared,12-09-2025,"D3198 DD *DOORDASH HALALCHIC 8559731040 CA 25 : Mobile Purchase Sign Based 12/06 12:54p #6081 ",22.55,,
Cleared,12-09-2025,"D3198 DD *DOORDASH LITTLECAE 8559731040 CA 25 : Mobile Purchase Sign Based 12/04 08:07p #6081 ",17.74,,
Cleared,12-09-2025,"D3198 TROPILYZ RESTAURANT NEW YORK NY 25 : Mobile Purchase Sign Based 12/05 05:31p #6081 ",13.29,,
Cleared,12-09-2025,"PAYPAL TRANSFER : ACH Electronic Credit ",,12.40,
Cleared,12-09-2025,"D3198 SQ *BLACK SEED BAGELS New York NY 25 : Mobile Purchase Sign Based 12/05 12:06p #6081 ",11.43,,
Cleared,12-09-2025,"CASH APP*MR 1185 Oakland CA 25340 : DEBIT CARD TRANSFER DEBIT 12/05 08:18p #6081 ",5.00,,
Cleared,12-09-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/04 05:12p #6081 ",2.90,,
Cleared,12-09-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/05 08:52a #6081 ",2.90,,
Cleared,12-09-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/05 05:03p #6081 ",2.90,,
Cleared,12-09-2025,"D3198 NBCU CAFE QPS NEW YORK NY 25 : Mobile Purchase Sign Based 12/06 02:06a #6081 ",2.83,,
Cleared,12-08-2025,"UPSTART NETWORK UPST LOANS 26232425 : ACH Electronic Debit ",602.45,,
Cleared,12-08-2025,"DISCOVER PAYMENTS 8247 : ACH Electronic Debit ",126.00,,
Cleared,12-08-2025,"D3198 CHIPOTLE 0769 NEW YORK NY 25 : Mobile Purchase Sign Based 12/04 12:13p #6081 ",12.85,,
Cleared,12-08-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/04 09:49a #6081 ",2.90,,
Cleared,12-08-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/03 05:12p #6081 ",2.90,,
Cleared,12-05-2025,"AMAZON MARK* B27P31751 SEATTLE WA 25338 : Mobile Purchase Returns 12/02 #6081 ",,25.53,
Cleared,12-05-2025,"Riot* LN58M543MKK1 SANTA MONICA CA 25338 : Debit Card Purchase 12/03 10:30p #6081 ",23.94,,
Cleared,12-05-2025,"D3198 APPLE.COM/BILL CUPERTINO CA 25 : Mobile Purchase Sign Based 12/03 01:21p #6081 ",21.76,,
Cleared,12-05-2025,"D3198 CHIPOTLE 0769 NEW YORK NY 25 : Mobile Purchase Sign Based 12/03 12:24p #6081 ",12.85,,
Cleared,12-05-2025,"D3198 NBCU CAFE QPS NEW YORK NY 25 : Mobile Purchase Sign Based 12/03 02:29p #6081 ",2.12,,
Cleared,12-04-2025,"3872AE UNITED ST DIRDEP : ACH Electronic Credit ",,578.78,
Cleared,12-04-2025,"D3198 CHIPOTLE 0769 NEW YORK NY 25 : Mobile Purchase Sign Based 12/02 12:13p #6081 ",12.85,,
Cleared,12-04-2025,"D3198 MTA*NYCT PAYGO NEW YORK NY 25 : Mobile Purchase Sign Based 12/02 08:59a #6081 ",2.90,,
Cleared,12-03-2025,"D3198 DD *DOORDASH WINGSTOP 8559731040 CA 25 : Mobile Purchase Sign Based 11/30 03:56p #6081 ",59.58,,
Cleared,12-03-2025,"STEAMGAMES.COM 4259522 Bellevue WA 25336 : Mobile Purchase Sign Based 11/30 04:31p #6081 ",43.54,,
Cleared,12-03-2025,"PureGym US Springfield VA 25336 : Mobile Purchase Sign Based 12/01 07:50a #6081 ",40.76,,
Cleared,12-03-2025,"D3198 CHIPOTLE 0769 NEW YORK NY 25 : Mobile Purchase Sign Based 12/01 01:24p #6081 ",12.85,,
